Order ID,Contract Number,Client Name,Client Region,Delivery Country,Division,Product Category,Defense Platform,Serial Number,Order Date,Scheduled Delivery Date,Actual Delivery Date,Delivery Status,Unit Price USD,Quantity Ordered,Total Contract Value USD,Production Cost USD,Gross Margin USD,Quality Control Score,Security Clearance Level,Warranty Period Months
ORD-10799,ALPHA-CNT-2024-481,Ministry of Defense - France,Europe,France,Tactical Avionics,Tactical Data Link,Maritime,SN-ALPHA-340633,28/10/2024,22/12/2024,29/12/2024,Delivered Delayed,146502,14,2051028,1451985.49,599042.51,95.4,Level 1 Standard,60
ORD-10800,ALPHA-CNT-2025-934,Ministry of Defense - India,Asia Pacific,India,Land Defense,Armored Tactical Vehicle,Ground Tactical,SN-ALPHA-941272,30/4/2023,22/7/2023,19/7/2023,Delivered On Time,640611,47,30108717,20464502.38,9644214.62,88.46,Level 2 Restricted,12
ORD-10801,ALPHA-CNT-2023-450,Ministry of Defense - UAE,Middle East,UAE,Tactical Avionics,Cockpit Head Up Display,Maritime,SN-ALPHA-605543,29/7/2023,21/10/2023,14/10/2023,Delivered On Time,482206,8,3857648,2171051.03,1686596.97,90.22,Level 1 Standard,60
ORD-10802,ALPHA-CNT-2024-287,Ministry of Defense - South Korea,Asia Pacific,South Korea,Naval Technology,Submarine Communications Module,Ground Tactical,SN-ALPHA-927909,6/12/2025,13/3/2026,6/3/2026,Delivered On Time,787902,15,11818530,7188202.96,4630327.04,97.89,Level 2 Restricted,60
ORD-10803,ALPHA-CNT-2025-216,Ministry of Defense - Brazil,LATAM,Brazil,Land Defense,Ballistic Shielding Suite,Maritime,SN-ALPHA-906010,10/4/2025,30/5/2025,22/5/2025,Delivered On Time,741804,27,20028708,13479329.14,6549378.86,97.12,Level 2 Restricted,36
ORD-10804,ALPHA-CNT-2023-510,Ministry of Defense - India,Asia Pacific,India,Aerospace Systems,Flight Control Radar,Digital Command,SN-ALPHA-499755,14/7/2025,22/9/2025,14/9/2025,Delivered On Time,478556,13,6221228,3904186.51,2317041.49,92.17,Level 3 Top Secret,12
ORD-10805,ALPHA-CNT-2024-509,Ministry of Defense - France,Europe,France,Aerospace Systems,Recon Surveillance Drone,Maritime,SN-ALPHA-467544,19/5/2024,18/8/2024,1/10/2024,Delivered Delayed,385468,49,18887932,11246647.22,7641284.78,92.48,Level 3 Top Secret,48
ORD-10806,ALPHA-CNT-2025-567,Ministry of Defense - Canada,North America,Canada,Cyber Security,Quantum Cipher Hardware,Maritime,SN-ALPHA-717661,20/8/2024,2/11/2024,31/10/2024,Delivered On Time,530350,31,16440850,11114560.61,5326289.39,94.35,Level 1 Standard,24
ORD-10807,ALPHA-CNT-2023-378,Ministry of Defense - South Korea,Asia Pacific,South Korea,Naval Technology,Sonar Detection Array,Airborne,SN-ALPHA-943706,26/1/2025,16/7/2025,13/8/2025,Delivered Delayed,546232,35,19118120,12057845.09,7060274.91,88,Level 3 Top Secret,48
ORD-10808,ALPHA-CNT-2024-955,Ministry of Defense - Japan,Asia Pacific,Japan,Naval Technology,Naval Target Radar,Ground Tactical,SN-ALPHA-877407,22/12/2025,9/2/2026,,Under Testing,1360786,6,8164716,5017437.7,3147278.3,90.87,Level 3 Top Secret,60
ORD-10809,ALPHA-CNT-2025-494,Ministry of Defense - UK,Europe,UK,Aerospace Systems,Jet Engine Turbine Component,Digital Command,SN-ALPHA-898531,7/10/2025,16/12/2025,11/12/2025,Delivered On Time,581821,5,2909105,1937453.32,971651.68,90.48,Level 3 Top Secret,12
ORD-10810,ALPHA-CNT-2023-806,Ministry of Defense - USA,North America,USA,Tactical Avionics,Night Vision Targeting System,Airborne,SN-ALPHA-977857,29/7/2025,28/8/2025,20/9/2025,Delivered Delayed,1476548,22,32484056,18948634.13,13535421.87,90.98,Level 2 Restricted,12
ORD-10811,ALPHA-CNT-2024-971,Ministry of Defense - Canada,North America,Canada,Land Defense,Armored Tactical Vehicle,Ground Tactical,SN-ALPHA-830550,14/2/2024,27/6/2024,21/6/2024,Delivered On Time,925817,49,45365033,35472572.1,9892460.9,97.59,Level 3 Top Secret,12
ORD-10812,ALPHA-CNT-2025-589,Ministry of Defense - Brazil,LATAM,Brazil,Tactical Avionics,Tactical Data Link,Digital Command,SN-ALPHA-704106,5/7/2023,27/11/2023,28/12/2023,Delivered Delayed,1016540,23,23380420,17931040.87,5449379.13,91.33,Level 1 Standard,36
ORD-10813,ALPHA-CNT-2023-919,Ministry of Defense - Australia,Asia Pacific,Australia,Tactical Avionics,Night Vision Targeting System,Digital Command,SN-ALPHA-202463,11/12/2025,10/5/2026,5/5/2026,Delivered On Time,300231,25,7505775,5455986.48,2049788.52,90.28,Level 2 Restricted,48
ORD-10814,ALPHA-CNT-2024-531,Ministry of Defense - Canada,North America,Canada,Aerospace Systems,Recon Surveillance Drone,Digital Command,SN-ALPHA-546157,27/12/2024,10/4/2025,,Under Testing,1111516,34,37791544,21788845.33,16002698.67,94,Level 2 Restricted,36
ORD-10815,ALPHA-CNT-2025-764,Ministry of Defense - USA,North America,USA,Aerospace Systems,Flight Control Radar,Ground Tactical,SN-ALPHA-240386,14/7/2024,21/8/2024,,In Production,430171,26,11184446,8320884.61,2863561.39,98.3,Level 3 Top Secret,24
ORD-10816,ALPHA-CNT-2023-916,Ministry of Defense - UAE,Middle East,UAE,Aerospace Systems,Recon Surveillance Drone,Digital Command,SN-ALPHA-366881,2/7/2023,29/9/2023,19/9/2023,Delivered On Time,591220,47,27787340,20895783.25,6891556.75,90.87,Level 2 Restricted,60
ORD-10817,ALPHA-CNT-2024-270,Ministry of Defense - Qatar,Middle East,Qatar,Cyber Security,Quantum Cipher Hardware,Digital Command,SN-ALPHA-600318,18/3/2025,29/6/2025,20/6/2025,Delivered On Time,1324953,5,6624765,4915185.79,1709579.21,88.93,Level 1 Standard,36
ORD-10818,ALPHA-CNT-2025-215,Ministry of Defense - USA,North America,USA,Tactical Avionics,Night Vision Targeting System,Airborne,SN-ALPHA-903061,11/12/2025,23/3/2026,,In Production,500043,26,13001118,7521035.89,5480082.11,92.24,Level 1 Standard,36
ORD-10819,ALPHA-CNT-2023-235,Ministry of Defense - Chile,LATAM,Chile,Naval Technology,Submarine Communications Module,Maritime,SN-ALPHA-343807,22/2/2024,17/7/2024,25/7/2024,Delivered Delayed,1028935,20,20578700,14630982.17,5947717.83,96.9,Level 2 Restricted,60
ORD-10820,ALPHA-CNT-2024-812,Ministry of Defense - Canada,North America,Canada,Land Defense,Ballistic Shielding Suite,Ground Tactical,SN-ALPHA-187889,2/5/2025,19/6/2025,9/6/2025,Delivered On Time,1123224,6,6739344,5112339.65,1627004.35,94.55,Level 3 Top Secret,12
ORD-10821,ALPHA-CNT-2025-843,Ministry of Defense - UK,Europe,UK,Cyber Security,Encrypted Comms Server,Maritime,SN-ALPHA-397026,29/11/2025,26/2/2026,16/2/2026,Delivered On Time,1080451,6,6482706,4501191.39,1981514.61,97.72,Level 3 Top Secret,60
ORD-10822,ALPHA-CNT-2023-160,Ministry of Defense - South Korea,Asia Pacific,South Korea,Naval Technology,Naval Target Radar,Airborne,SN-ALPHA-727354,26/10/2024,31/1/2025,26/2/2025,Delivered Delayed,82966,18,1493388,1062697.65,430690.35,99.42,Level 2 Restricted,48
ORD-10823,ALPHA-CNT-2024-964,Ministry of Defense - Chile,LATAM,Chile,Tactical Avionics,Night Vision Targeting System,Maritime,SN-ALPHA-670143,26/10/2023,23/4/2024,22/4/2024,Delivered On Time,470993,4,1883972,1252070.59,631901.41,97.43,Level 1 Standard,60
ORD-10824,ALPHA-CNT-2025-263,Ministry of Defense - Germany,Europe,Germany,Aerospace Systems,Jet Engine Turbine Component,Digital Command,SN-ALPHA-528497,12/7/2023,30/9/2023,,In Production,1354309,17,23023253,15705929.75,7317323.25,95.19,Level 2 Restricted,12
ORD-10825,ALPHA-CNT-2023-206,Ministry of Defense - Brazil,LATAM,Brazil,Tactical Avionics,Night Vision Targeting System,Digital Command,SN-ALPHA-370328,1/6/2023,17/10/2023,12/10/2023,Delivered On Time,213639,14,2990946,1670725.13,1320220.87,93.87,Level 3 Top Secret,60
ORD-10826,ALPHA-CNT-2024-526,Ministry of Defense - Poland,Europe,Poland,Land Defense,Ballistic Shielding Suite,Ground Tactical,SN-ALPHA-298202,18/11/2024,16/1/2025,15/1/2025,Delivered On Time,296331,14,4148634,2944454.63,1204179.37,88.48,Level 3 Top Secret,36
ORD-10827,ALPHA-CNT-2025-704,Ministry of Defense - India,Asia Pacific,India,Cyber Security,Encrypted Comms Server,Ground Tactical,SN-ALPHA-105735,20/5/2024,5/11/2024,,In Production,984678,13,12800814,7301095.36,5499718.64,99.71,Level 2 Restricted,24
ORD-10828,ALPHA-CNT-2023-594,Ministry of Defense - Australia,Asia Pacific,Australia,Cyber Security,Threat Intelligence Node,Ground Tactical,SN-ALPHA-843596,28/2/2025,26/5/2025,18/5/2025,Delivered On Time,1141174,7,7988218,5262267.75,2725950.25,92.56,Level 1 Standard,36
ORD-10829,ALPHA-CNT-2024-921,Ministry of Defense - UAE,Middle East,UAE,Land Defense,Artillery Tracking Unit,Airborne,SN-ALPHA-879769,23/3/2024,30/5/2024,20/5/2024,Delivered On Time,240271,44,10571924,6588040.06,3983883.94,89.81,Level 2 Restricted,24
ORD-10830,ALPHA-CNT-2025-682,Ministry of Defense - Poland,Europe,Poland,Naval Technology,Sonar Detection Array,Ground Tactical,SN-ALPHA-927769,6/4/2023,13/7/2023,7/7/2023,Delivered On Time,457014,15,6855210,4705121.28,2150088.72,95.93,Level 1 Standard,60
ORD-10831,ALPHA-CNT-2023-794,Ministry of Defense - UAE,Middle East,UAE,Naval Technology,Naval Target Radar,Airborne,SN-ALPHA-107459,26/9/2023,1/12/2023,27/11/2023,Delivered On Time,1032868,19,19624492,11448027.55,8176464.45,91.38,Level 1 Standard,48
ORD-10832,ALPHA-CNT-2024-548,Ministry of Defense - Germany,Europe,Germany,Cyber Security,Encrypted Comms Server,Digital Command,SN-ALPHA-706063,19/12/2025,5/2/2026,26/2/2026,Delivered Delayed,897516,43,38593188,27899434.36,10693753.64,94.97,Level 2 Restricted,60
ORD-10833,ALPHA-CNT-2025-285,Ministry of Defense - UAE,Middle East,UAE,Cyber Security,Quantum Cipher Hardware,Maritime,SN-ALPHA-647923,17/9/2023,1/11/2023,22/10/2023,Delivered On Time,749597,47,35231059,26379357.04,8851701.96,94.98,Level 2 Restricted,12
ORD-10834,ALPHA-CNT-2023-725,Ministry of Defense - Japan,Asia Pacific,Japan,Aerospace Systems,Recon Surveillance Drone,Digital Command,SN-ALPHA-223552,27/1/2025,9/4/2025,22/5/2025,Delivered Delayed,705538,44,31043672,18341800.09,12701871.91,93.3,Level 1 Standard,60
ORD-10835,ALPHA-CNT-2024-488,Ministry of Defense - Brazil,LATAM,Brazil,Naval Technology,Sonar Detection Array,Digital Command,SN-ALPHA-645009,16/7/2024,1/11/2024,31/12/2024,Delivered Delayed,298004,35,10430140,6008577.03,4421562.97,97.95,Level 1 Standard,24
ORD-10836,ALPHA-CNT-2025-897,Ministry of Defense - UAE,Middle East,UAE,Land Defense,Artillery Tracking Unit,Digital Command,SN-ALPHA-107543,5/8/2023,27/1/2024,10/2/2024,Delivered Delayed,1053510,17,17909670,10501852.07,7407817.93,91.15,Level 1 Standard,36
ORD-10837,ALPHA-CNT-2023-467,Ministry of Defense - Germany,Europe,Germany,Naval Technology,Submarine Communications Module,Ground Tactical,SN-ALPHA-493247,9/3/2025,20/6/2025,15/6/2025,Delivered On Time,67118,35,2349130,1807143.17,541986.83,93.34,Level 1 Standard,48
ORD-10838,ALPHA-CNT-2024-726,Ministry of Defense - Germany,Europe,Germany,Aerospace Systems,Jet Engine Turbine Component,Ground Tactical,SN-ALPHA-786341,11/2/2024,2/7/2024,1/7/2024,Delivered On Time,1121192,19,21302648,14529413.88,6773234.12,94.4,Level 3 Top Secret,60
ORD-10839,ALPHA-CNT-2025-129,Ministry of Defense - India,Asia Pacific,India,Cyber Security,Encrypted Comms Server,Ground Tactical,SN-ALPHA-315397,27/8/2023,27/10/2023,,In Production,181870,20,3637400,2425473.79,1211926.21,95.9,Level 2 Restricted,60
ORD-10840,ALPHA-CNT-2023-983,Ministry of Defense - France,Europe,France,Cyber Security,Quantum Cipher Hardware,Maritime,SN-ALPHA-821175,11/9/2023,7/2/2024,20/3/2024,Delivered Delayed,1368321,36,49259556,28406900.01,20852655.99,97.33,Level 1 Standard,36
ORD-10841,ALPHA-CNT-2024-800,Ministry of Defense - USA,North America,USA,Aerospace Systems,Recon Surveillance Drone,Ground Tactical,SN-ALPHA-943356,23/4/2024,8/8/2024,24/9/2024,Delivered Delayed,52795,35,1847825,1316370.21,531454.79,92.7,Level 2 Restricted,48
ORD-10842,ALPHA-CNT-2025-958,Ministry of Defense - Chile,LATAM,Chile,Land Defense,Armored Tactical Vehicle,Airborne,SN-ALPHA-431246,6/4/2024,17/8/2024,15/8/2024,Delivered On Time,1196038,32,38273216,29355552.77,8917663.23,95.69,Level 1 Standard,60
ORD-10843,ALPHA-CNT-2023-844,Ministry of Defense - UAE,Middle East,UAE,Cyber Security,Threat Intelligence Node,Digital Command,SN-ALPHA-528705,22/9/2024,30/12/2024,25/12/2024,Delivered On Time,1463612,48,70253376,53185070.12,17068305.88,89.79,Level 2 Restricted,60
ORD-10844,ALPHA-CNT-2024-233,Ministry of Defense - Brazil,LATAM,Brazil,Tactical Avionics,Cockpit Head Up Display,Maritime,SN-ALPHA-479867,8/3/2023,13/8/2023,6/9/2023,Delivered Delayed,1433553,44,63076332,44564291.27,18512040.73,99.1,Level 2 Restricted,24
ORD-10845,ALPHA-CNT-2025-594,Ministry of Defense - Japan,Asia Pacific,Japan,Cyber Security,Threat Intelligence Node,Maritime,SN-ALPHA-211760,12/7/2023,27/12/2023,,In Production,1363804,40,54552160,31030342.15,23521817.85,92.56,Level 1 Standard,24
ORD-10846,ALPHA-CNT-2023-599,Ministry of Defense - UAE,Middle East,UAE,Tactical Avionics,Night Vision Targeting System,Maritime,SN-ALPHA-262297,29/10/2025,3/4/2026,19/5/2026,Delivered Delayed,837163,24,20091912,11615119.39,8476792.61,96.68,Level 1 Standard,12
ORD-10847,ALPHA-CNT-2024-215,Ministry of Defense - Qatar,Middle East,Qatar,Aerospace Systems,Recon Surveillance Drone,Maritime,SN-ALPHA-546768,28/1/2023,19/6/2023,,In Production,1230777,17,20923209,11765690.51,9157518.49,88.24,Level 2 Restricted,36
ORD-10848,ALPHA-CNT-2025-521,Ministry of Defense - Canada,North America,Canada,Aerospace Systems,Recon Surveillance Drone,Maritime,SN-ALPHA-783226,18/5/2025,7/7/2025,25/8/2025,Delivered Delayed,209094,7,1463658,899227.28,564430.72,90.44,Level 2 Restricted,48
ORD-10849,ALPHA-CNT-2023-551,Ministry of Defense - Australia,Asia Pacific,Australia,Cyber Security,Quantum Cipher Hardware,Airborne,SN-ALPHA-713805,7/6/2023,17/7/2023,7/7/2023,Delivered On Time,313749,43,13491207,7877723.08,5613483.92,93.8,Level 2 Restricted,60
ORD-10850,ALPHA-CNT-2024-147,Ministry of Defense - UK,Europe,UK,Naval Technology,Naval Target Radar,Digital Command,SN-ALPHA-365953,31/8/2024,18/1/2025,12/1/2025,Delivered On Time,1176082,1,1176082,723304.55,452777.45,98.45,Level 3 Top Secret,60
ORD-10851,ALPHA-CNT-2025-164,Ministry of Defense - Canada,North America,Canada,Tactical Avionics,Tactical Data Link,Maritime,SN-ALPHA-373995,25/7/2025,14/11/2025,12/11/2025,Delivered On Time,814601,35,28511035,18425670.18,10085364.82,94.27,Level 1 Standard,12
ORD-10852,ALPHA-CNT-2023-367,Ministry of Defense - USA,North America,USA,Land Defense,Artillery Tracking Unit,Digital Command,SN-ALPHA-996508,13/8/2025,15/11/2025,6/11/2025,Delivered On Time,1142706,32,36566592,28732042.28,7834549.72,99.07,Level 3 Top Secret,60
ORD-10853,ALPHA-CNT-2024-770,Ministry of Defense - Brazil,LATAM,Brazil,Cyber Security,Threat Intelligence Node,Ground Tactical,SN-ALPHA-662146,17/10/2025,22/11/2025,,In Production,996769,36,35883684,25211661.61,10672022.39,93.76,Level 3 Top Secret,36
ORD-10854,ALPHA-CNT-2025-421,Ministry of Defense - Chile,LATAM,Chile,Land Defense,Artillery Tracking Unit,Maritime,SN-ALPHA-544136,6/7/2023,28/8/2023,27/8/2023,Delivered On Time,213402,13,2774226,2104925.8,669300.2,93.84,Level 1 Standard,12
ORD-10855,ALPHA-CNT-2023-112,Ministry of Defense - Brazil,LATAM,Brazil,Cyber Security,Threat Intelligence Node,Maritime,SN-ALPHA-692099,19/6/2023,15/9/2023,11/9/2023,Delivered On Time,904901,6,5429406,3950369.98,1479036.02,89.42,Level 1 Standard,36
ORD-10856,ALPHA-CNT-2024-821,Ministry of Defense - USA,North America,USA,Naval Technology,Submarine Communications Module,Digital Command,SN-ALPHA-483405,24/5/2025,17/11/2025,9/11/2025,Delivered On Time,1244835,14,17427690,10075396.92,7352293.08,97.55,Level 3 Top Secret,12
ORD-10857,ALPHA-CNT-2025-989,Ministry of Defense - Poland,Europe,Poland,Naval Technology,Submarine Communications Module,Maritime,SN-ALPHA-741603,24/5/2023,20/11/2023,14/11/2023,Delivered On Time,469007,37,17353259,12736946.8,4616312.2,90.94,Level 1 Standard,60
ORD-10858,ALPHA-CNT-2023-794,Ministry of Defense - Qatar,Middle East,Qatar,Naval Technology,Sonar Detection Array,Maritime,SN-ALPHA-388946,27/3/2024,1/5/2024,21/4/2024,Delivered On Time,1451156,48,69655488,43101055.11,26554432.89,98.71,Level 2 Restricted,12
ORD-10859,ALPHA-CNT-2024-637,Ministry of Defense - Chile,LATAM,Chile,Naval Technology,Naval Target Radar,Maritime,SN-ALPHA-813666,5/2/2024,13/5/2024,8/5/2024,Delivered On Time,1300258,15,19503870,13843397.59,5660472.41,98.84,Level 2 Restricted,24
ORD-10860,ALPHA-CNT-2025-885,Ministry of Defense - Poland,Europe,Poland,Aerospace Systems,Jet Engine Turbine Component,Airborne,SN-ALPHA-516760,21/6/2025,15/12/2025,10/2/2026,Delivered Delayed,1473061,47,69233867,43980155.83,25253711.17,99.23,Level 3 Top Secret,48
ORD-10861,ALPHA-CNT-2023-861,Ministry of Defense - Japan,Asia Pacific,Japan,Aerospace Systems,Jet Engine Turbine Component,Airborne,SN-ALPHA-891645,8/9/2024,18/10/2024,16/10/2024,Delivered On Time,273034,4,1092136,873073.25,219062.75,94.19,Level 3 Top Secret,60
ORD-10862,ALPHA-CNT-2024-690,Ministry of Defense - Chile,LATAM,Chile,Tactical Avionics,Cockpit Head Up Display,Maritime,SN-ALPHA-313588,25/5/2023,7/8/2023,23/9/2023,Delivered Delayed,559394,40,22375760,13780959.16,8594800.84,96.06,Level 1 Standard,48
ORD-10863,ALPHA-CNT-2025-841,Ministry of Defense - Qatar,Middle East,Qatar,Land Defense,Ballistic Shielding Suite,Airborne,SN-ALPHA-533301,15/1/2023,14/6/2023,4/6/2023,Delivered On Time,594061,16,9504976,5891018.91,3613957.09,97.26,Level 1 Standard,60
ORD-10864,ALPHA-CNT-2023-678,Ministry of Defense - India,Asia Pacific,India,Cyber Security,Threat Intelligence Node,Ground Tactical,SN-ALPHA-678923,15/8/2025,24/1/2026,16/1/2026,Delivered On Time,840671,28,23538788,18423057.63,5115730.37,89.56,Level 3 Top Secret,48
ORD-10865,ALPHA-CNT-2024-329,Ministry of Defense - Australia,Asia Pacific,Australia,Cyber Security,Encrypted Comms Server,Maritime,SN-ALPHA-921861,2/8/2024,23/12/2024,22/12/2024,Delivered On Time,333007,16,5328112,2963288.64,2364823.36,95.15,Level 3 Top Secret,24
ORD-10866,ALPHA-CNT-2025-785,Ministry of Defense - Saudi Arabia,Middle East,Saudi Arabia,Aerospace Systems,Recon Surveillance Drone,Ground Tactical,SN-ALPHA-684646,6/2/2023,18/5/2023,3/7/2023,Delivered Delayed,363559,4,1454236,1053117.35,401118.65,88.41,Level 2 Restricted,48
ORD-10867,ALPHA-CNT-2023-994,Ministry of Defense - Brazil,LATAM,Brazil,Cyber Security,Quantum Cipher Hardware,Digital Command,SN-ALPHA-605904,27/12/2024,13/3/2025,29/4/2025,Delivered Delayed,118968,45,5353560,3915227.59,1438332.41,93.92,Level 2 Restricted,12
ORD-10868,ALPHA-CNT-2024-446,Ministry of Defense - USA,North America,USA,Aerospace Systems,Flight Control Radar,Ground Tactical,SN-ALPHA-287401,24/4/2023,20/10/2023,14/10/2023,Delivered On Time,543891,26,14141166,10734483.38,3406682.62,89.84,Level 1 Standard,48
ORD-10869,ALPHA-CNT-2025-631,Ministry of Defense - Saudi Arabia,Middle East,Saudi Arabia,Tactical Avionics,Tactical Data Link,Digital Command,SN-ALPHA-488196,9/5/2023,27/9/2023,19/9/2023,Delivered On Time,634718,28,17772104,14104116.39,3667987.61,90.18,Level 2 Restricted,60
ORD-10870,ALPHA-CNT-2023-635,Ministry of Defense - Saudi Arabia,Middle East,Saudi Arabia,Land Defense,Armored Tactical Vehicle,Maritime,SN-ALPHA-686252,30/12/2025,3/6/2026,1/7/2026,Delivered Delayed,1348648,32,43156736,34262153.42,8894582.58,92.34,Level 1 Standard,36
ORD-10871,ALPHA-CNT-2024-804,Ministry of Defense - Saudi Arabia,Middle East,Saudi Arabia,Tactical Avionics,Tactical Data Link,Digital Command,SN-ALPHA-681866,25/6/2023,17/8/2023,17/8/2023,Delivered On Time,51515,45,2318175,1312826.99,1005348.01,93.15,Level 1 Standard,48
ORD-10872,ALPHA-CNT-2025-817,Ministry of Defense - Australia,Asia Pacific,Australia,Naval Technology,Sonar Detection Array,Digital Command,SN-ALPHA-607259,20/5/2025,17/10/2025,12/10/2025,Delivered On Time,147206,2,294412,222416.44,71995.56,95.42,Level 1 Standard,48
ORD-10873,ALPHA-CNT-2023-733,Ministry of Defense - UK,Europe,UK,Naval Technology,Sonar Detection Array,Ground Tactical,SN-ALPHA-366105,22/12/2025,20/4/2026,,In Production,295282,31,9153742,6513596.7,2640145.3,88.89,Level 2 Restricted,48
ORD-10874,ALPHA-CNT-2024-197,Ministry of Defense - USA,North America,USA,Naval Technology,Sonar Detection Array,Ground Tactical,SN-ALPHA-421549,23/9/2023,4/2/2024,28/2/2024,Delivered Delayed,457821,3,1373463,977679.77,395783.23,93.99,Level 3 Top Secret,60
ORD-10875,ALPHA-CNT-2025-543,Ministry of Defense - Chile,LATAM,Chile,Tactical Avionics,Night Vision Targeting System,Ground Tactical,SN-ALPHA-705711,3/6/2025,26/9/2025,24/9/2025,Delivered On Time,892672,8,7141376,4156905.57,2984470.43,90.17,Level 3 Top Secret,48
ORD-10876,ALPHA-CNT-2023-777,Ministry of Defense - Chile,LATAM,Chile,Cyber Security,Threat Intelligence Node,Maritime,SN-ALPHA-461083,23/2/2025,15/6/2025,,In Production,55586,24,1334064,950583.02,383480.98,94.83,Level 2 Restricted,60
ORD-10877,ALPHA-CNT-2024-844,Ministry of Defense - Poland,Europe,Poland,Land Defense,Ballistic Shielding Suite,Maritime,SN-ALPHA-911801,13/5/2025,8/7/2025,26/7/2025,Delivered Delayed,1068725,15,16030875,12754495.11,3276379.89,95.59,Level 3 Top Secret,60
ORD-10878,ALPHA-CNT-2025-354,Ministry of Defense - Qatar,Middle East,Qatar,Naval Technology,Naval Target Radar,Ground Tactical,SN-ALPHA-839764,9/5/2024,19/7/2024,14/7/2024,Delivered On Time,958806,43,41228658,32074025.89,9154632.11,94.62,Level 1 Standard,36
ORD-10879,ALPHA-CNT-2023-593,Ministry of Defense - Canada,North America,Canada,Naval Technology,Naval Target Radar,Maritime,SN-ALPHA-517469,1/1/2023,25/4/2023,18/6/2023,Delivered Delayed,819565,31,25406515,16762778.18,8643736.82,96.79,Level 3 Top Secret,12
ORD-10880,ALPHA-CNT-2024-454,Ministry of Defense - Brazil,LATAM,Brazil,Naval Technology,Submarine Communications Module,Maritime,SN-ALPHA-871523,29/3/2023,11/8/2023,16/9/2023,Delivered Delayed,1483710,9,13353390,7477724.72,5875665.28,91.99,Level 2 Restricted,60
ORD-10881,ALPHA-CNT-2025-779,Ministry of Defense - Brazil,LATAM,Brazil,Land Defense,Ballistic Shielding Suite,Digital Command,SN-ALPHA-244775,28/9/2023,2/3/2024,28/2/2024,Delivered On Time,1447749,39,56462211,36168188.92,20294022.08,97.1,Level 3 Top Secret,24
ORD-10882,ALPHA-CNT-2023-792,Ministry of Defense - Saudi Arabia,Middle East,Saudi Arabia,Naval Technology,Submarine Communications Module,Digital Command,SN-ALPHA-996531,2/5/2023,13/8/2023,10/8/2023,Delivered On Time,594999,45,26774955,20257866.1,6517088.9,93.15,Level 1 Standard,48
ORD-10883,ALPHA-CNT-2024-756,Ministry of Defense - Poland,Europe,Poland,Land Defense,Armored Tactical Vehicle,Ground Tactical,SN-ALPHA-791308,8/2/2024,19/6/2024,17/6/2024,Delivered On Time,70039,2,140078,101609.05,38468.95,93.76,Level 1 Standard,24
ORD-10884,ALPHA-CNT-2025-494,Ministry of Defense - USA,North America,USA,Naval Technology,Sonar Detection Array,Maritime,SN-ALPHA-224870,1/10/2025,20/3/2026,3/4/2026,Delivered Delayed,256555,8,2052440,1364535.82,687904.18,95.71,Level 2 Restricted,48
ORD-10885,ALPHA-CNT-2023-252,Ministry of Defense - Poland,Europe,Poland,Tactical Avionics,Night Vision Targeting System,Digital Command,SN-ALPHA-884140,4/2/2023,15/3/2023,14/3/2023,Delivered On Time,1048899,7,7342293,4139404.05,3202888.95,88.22,Level 2 Restricted,36
ORD-10886,ALPHA-CNT-2024-959,Ministry of Defense - Germany,Europe,Germany,Tactical Avionics,Night Vision Targeting System,Airborne,SN-ALPHA-340932,3/8/2024,27/12/2024,,In Production,1318306,44,58005464,38093561.89,19911902.11,95.78,Level 2 Restricted,60
ORD-10887,ALPHA-CNT-2025-946,Ministry of Defense - USA,North America,USA,Land Defense,Armored Tactical Vehicle,Maritime,SN-ALPHA-568288,12/2/2023,5/4/2023,28/4/2023,Delivered Delayed,51577,39,2011503,1342187.92,669315.08,95.36,Level 1 Standard,12
ORD-10888,ALPHA-CNT-2023-671,Ministry of Defense - USA,North America,USA,Tactical Avionics,Night Vision Targeting System,Airborne,SN-ALPHA-921149,29/10/2024,16/2/2025,15/2/2025,Delivered On Time,157792,42,6627264,5183440.86,1443823.14,91.69,Level 3 Top Secret,60
ORD-10889,ALPHA-CNT-2024-727,Ministry of Defense - Chile,LATAM,Chile,Land Defense,Armored Tactical Vehicle,Ground Tactical,SN-ALPHA-833281,7/5/2024,9/8/2024,15/9/2024,Delivered Delayed,995854,16,15933664,11317227.84,4616436.16,89.02,Level 3 Top Secret,48
ORD-10890,ALPHA-CNT-2025-155,Ministry of Defense - Chile,LATAM,Chile,Tactical Avionics,Tactical Data Link,Maritime,SN-ALPHA-269654,31/5/2024,20/9/2024,12/9/2024,Delivered On Time,1337116,35,46799060,29385748.89,17413311.11,89.08,Level 2 Restricted,12
ORD-10891,ALPHA-CNT-2023-111,Ministry of Defense - Canada,North America,Canada,Tactical Avionics,Cockpit Head Up Display,Ground Tactical,SN-ALPHA-205149,9/3/2023,7/5/2023,4/7/2023,Delivered Delayed,1001302,30,30039060,20466499.72,9572560.28,98.99,Level 3 Top Secret,60
ORD-10892,ALPHA-CNT-2024-758,Ministry of Defense - India,Asia Pacific,India,Land Defense,Armored Tactical Vehicle,Ground Tactical,SN-ALPHA-324875,6/7/2024,16/11/2024,7/1/2025,Delivered Delayed,1327082,10,13270820,7518103.03,5752716.97,96.2,Level 3 Top Secret,12
